0,00:00,29.46,91.71,0,1,24,testRoom,wddh
0,00:10,28.01,76.39,0,1,24,testRoom,wddh
0,00:20,28.34,74.72,1,1,27,testRoom,wdnh
0,00:30,27.47,93.14,0,1,29,testRoom,wddh
0,00:40,27.33,89.49,0,1,27,testRoom,wddh
0,00:50,33.36,75.96,0,1,23,testRoom,wddh
0,01:00,31.21,75.34,0,1,27,testRoom,wddh
0,01:10,33.03,72.6,1,1,26,testRoom,wdnh
0,01:20,27.8,85.46,0,1,23,testRoom,wddh
0,01:30,30.27,86.1,0,1,29,testRoom,wddh
0,01:40,29.2,73.55,0,1,24,testRoom,wddh
0,01:50,31.71,77.91,0,1,28,testRoom,wddh
0,02:00,33.79,81.31,1,1,25,testRoom,wdnh
0,02:10,31.15,88.99,0,1,23,testRoom,wddh
0,02:20,31.31,90.25,0,1,26,testRoom,wddh
0,02:30,28.39,87.27,0,0,23,testRoom,wddc
0,02:40,30.73,87.13,0,1,25,testRoom,wddh
0,02:50,27.78,94.69,0,1,24,testRoom,wddh
0,03:00,30.23,84.52,0,1,27,testRoom,wddh
0,03:10,30.28,84.8,0,1,26,testRoom,wddh
0,03:20,31.94,81.56,0,1,25,testRoom,wddh
0,03:30,33.73,78.25,0,1,23,testRoom,wddh
0,03:40,29.28,87.99,0,1,24,testRoom,wddh
0,03:50,28.6,70.18,0,1,28,testRoom,wddh
0,04:00,33.51,78.87,0,0,27,testRoom,wddc
0,04:10,29.95,81.77,0,1,27,testRoom,wddh
0,04:20,33.62,89.01,1,0,29,testRoom,wdnc
0,04:30,32.38,82.15,1,0,29,testRoom,wdnc
0,04:40,30.42,72.15,0,1,27,testRoom,wddh
0,04:50,29.07,87.62,0,1,25,testRoom,wddh
0,05:00,33.26,91.36,0,1,24,testRoom,wddh
0,05:10,29.2,80.36,0,1,27,testRoom,wddh
0,05:20,31.24,78.93,0,1,26,testRoom,wddh
0,05:30,28.75,92.73,1,1,29,testRoom,wdnh
0,05:40,30.6,92.33,0,1,26,testRoom,wddh
0,05:50,31.8,72.88,0,1,28,testRoom,wddh
0,06:00,32.38,83.56,0,1,28,testRoom,wddh
0,06:10,33.95,82.02,0,1,23,testRoom,wddh
0,06:20,32.3,86.31,0,1,26,testRoom,wddh
0,06:30,31.7,94.3,1,1,24,testRoom,wdnh
0,06:40,30.15,73.07,1,1,23,testRoom,wdnh
0,06:50,30.07,94.66,1,1,23,testRoom,wdnh
0,07:00,31.09,80.67,1,1,24,testRoom,wdnh
0,07:10,29.18,84.96,1,1,25,testRoom,wdnh
0,07:20,30.09,90.87,1,1,28,testRoom,wdnh
0,07:30,33.1,95.42,0,1,29,testRoom,wddh
0,07:40,28.57,88.37,1,1,27,testRoom,wdnh
0,07:50,28.93,78.65,0,1,24,testRoom,wddh
0,08:00,30.17,86.03,0,1,28,testRoom,wddh
0,08:10,29.01,88.86,0,1,23,testRoom,wddh
0,08:20,28.38,93.91,0,1,25,testRoom,wddh
0,08:30,32.35,75.7,0,1,27,testRoom,wddh
0,08:40,31.62,78.04,0,0,25,testRoom,wddc
0,08:50,31.2,83.45,0,1,25,testRoom,wddh
0,09:00,27.55,83.77,0,1,25,testRoom,wddh
0,09:10,33.03,77.87,0,1,27,testRoom,wddh
0,09:20,29.0,95.95,0,1,26,testRoom,wddh
0,09:30,30.03,92.77,0,1,28,testRoom,wddh
0,09:40,30.02,92.01,0,1,25,testRoom,wddh
0,09:50,33.77,85.06,0,1,23,testRoom,wddh
0,10:00,33.72,67.91,0,0,27,testRoom,wddc
0,10:10,32.1,74.94,0,1,25,testRoom,wddh
0,10:20,30.94,60.01,0,0,29,testRoom,wddc
0,10:30,32.14,68.74,0,0,25,testRoom,wddc
0,10:40,33.69,72.2,0,1,25,testRoom,wddh
0,10:50,35.72,62.65,0,0,27,testRoom,wddc
0,11:00,34.3,64.41,0,0,27,testRoom,wddc
0,11:10,36.69,74.88,0,1,23,testRoom,wddh
0,11:20,32.64,79.85,0,1,29,testRoom,wddh
